index,plate,state,license_type,tow_eligible_date,total_fines,amount_paid,amount_due,violations,fines_in_judgement,total_fines_post_tow_eligible,amount_paid_post_tow_eligible,amount_due_post_tow_eligible,violations_post_tow_eligible,plate_id,license_plate_issuing_state,license_plate_type,first_action_date,last_action_date
20635,136BH2,NY,MOT,2024-06-08,1322.84,0.0,1322.84,16,1322.84,489.24,0.0,489.24,6.0,,,,,
20956,137BH3,NY,MOT,2024-01-22,601.98,0.0,601.98,7,601.98,0.0,0.0,0.0,0.0,,,,,
20993,137FSL,LA,PAS,2024-01-13,509.73,77.97,431.76,6,431.76,79.98,0.0,79.98,1.0,137FSL,LA,PAS,2024-04-24,2024-04-24
21219,138APA,NY,ORG,2024-12-10,999.84,0.0,999.84,13,949.84,276.51,0.0,276.51,4.0,,,,,
21225,138AS7,NY,MOT,2024-06-27,1560.79,150.69,1410.1,19,1410.1,0.0,0.0,0.0,0.0,,,,,
21527,139BH5,NY,MOT,2024-12-01,411.73,0.0,411.73,5,411.73,0.0,0.0,0.0,0.0,,,,,
21611,13AMGP,FL,PAS,2024-01-17,1586.7,154.89,1431.81,19,1431.81,487.80999999999995,0.0,487.80999999999995,6.0,,,,,
21651,13AVPL,FL,PAS,2024-09-13,510.69,0.0,510.69,6,510.69,0.0,0.0,0.0,0.0,,,,,
21806,13BSVP,FL,PAS,2024-02-25,1251.52,76.03,1175.49,15,1175.49,403.54,0.0,403.54,5.0,13BSVP,FL,PAS,2023-06-14,2023-06-14
21924,13DQGP,FL,PAS,2024-06-19,901.1,153.46,747.64,11,747.64,81.41,0.0,81.41,1.0,,,,,
21953,13ECCH,FL,PAS,2024-07-11,1412.77,373.56,1039.21,18,1039.21,393.92,0.0,393.92,5.0,13ECCH,FL,PAS,2024-04-10,2024-09-03
21973,13EJQM,FL,PAS,2024-04-08,1330.5,135.17,1195.33,16,1195.33,247.35,0.0,247.35,3.0,,,,,
22037,13IFP,FL,PAS,2024-02-25,1445.2,0.0,1445.2,17,1445.2,0.0,0.0,0.0,0.0,,,,,
22272,14056NA,NY,COM,2024-01-06,3057.38,0.0,3057.38,36,3057.38,1514.26,0.0,1514.26,18.0,,,,,
22362,14094CF,NY,OMT,2024-12-29,531.83,50.0,481.83,7,481.83,0.0,0.0,0.0,0.0,14094CF,NY,OMT,2024-07-08,2025-01-27
22647,14176TV,NY,TOW,2024-10-25,1036.8,0.0,1036.8,13,1036.8,0.0,0.0,0.0,0.0,,,,,
23421,14411NC,NY,COM,2024-01-22,1568.85,492.81,1076.04,20,1076.04,0.0,0.0,0.0,0.0,,,,,
23500,14446TV,NY,TOW,2024-04-30,1734.99,1319.42,415.57,24,415.57,0.0,0.0,0.0,0.0,14446TV,NY,TOW,2023-11-08,2023-11-08
23619,14494CF,NY,OMT,2024-10-24,642.31,0.0,642.31,8,642.31,235.91,0.0,235.91,3.0,,,,,
24506,14746CF,NY,OMT,2024-09-11,938.23,0.0,938.23,12,888.23,205.41,0.0,205.41,3.0,,,,,
24762,148208,DE,PAS,2024-07-14,437.86,0.0,437.86,5,437.86,0.0,0.0,0.0,0.0,,,,,
24826,14856NE,NY,COM,2024-11-15,778.22,77.77,700.45,10,700.45,151.9,0.0,151.9,2.0,,,,,
24865,148762D,MT,PAS,2024-12-01,485.73,0.0,485.73,6,485.73,0.0,0.0,0.0,0.0,,,,,
25204,1496MQ,SC,PAS,2024-06-14,1219.85,0.0,1219.85,15,1219.85,631.26,0.0,631.26,8.0,1496MQ,SC,PAS,2022-04-28,2023-09-13
25214,149735,DE,PAS,2024-02-26,771.43,0.0,771.43,9,771.43,165.94,0.0,165.94,2.0,,,,,
25355,14A2B37,AL,PAS,2024-03-09,355.93,0.0,355.93,4,355.93,0.0,0.0,0.0,0.0,,,,,
25372,14AFFP,FL,PAS,2024-10-17,576.85,175.0,401.85,8,401.85,0.0,0.0,0.0,0.0,,,,,
25376,14AGHX,FL,PAS,2024-07-26,493.23,75.0,418.23,6,418.23,0.0,0.0,0.0,0.0,,,,,
25390,14ALMI,FL,PAS,2024-02-24,508.72,90.95,417.77,6,417.77,0.0,0.0,0.0,0.0,14ALMI,FL,PAS,2024-02-14,2024-02-15
25409,14ASZA,FL,PAS,2024-12-10,490.35,77.01,413.34,6,413.34,0.0,0.0,0.0,0.0,14ASZA,FL,PAS,2023-03-09,2025-02-05
25700,14DMRS,FL,PAS,2024-05-18,2502.82,1184.09,1318.73,31,1318.73,567.66,0.0,567.66,7.0,14DMRS,FL,PAS,2024-07-01,2024-09-17
25721,14DUJZ,FL,PAS,2024-02-15,2617.12,175.06,2442.06,32,2442.06,1358.62,0.0,1358.62,17.0,14DUJZ,FL,PAS,2024-02-22,2024-02-22
25740,14EBBJ,FL,PAS,2024-03-05,767.79,0.0,767.79,9,767.79,0.0,0.0,0.0,0.0,,,,,
25766,14ELSN,FL,PAS,2024-10-20,572.6,0.0,572.6,15,572.6,0.0,0.0,0.0,3.0,,,,,
25807,14IFP,FL,PAS,2024-04-24,1009.68,0.0,1009.68,12,1009.68,0.0,0.0,0.0,0.0,,,,,
26006,150471,DE,PAS,2024-11-01,927.44,229.15,698.2900000000001,12,648.2900000000001,125.04,0.0,125.04,2.0,150471,DE,PAS,2022-06-16,2023-04-19
26287,15143PD,TN,PAS,2024-04-19,513.03,0.0,513.03,6,513.03,0.0,0.0,0.0,0.0,,,,,
26332,15167NE,NY,COM,2024-12-21,567.75,0.0,567.75,7,492.75,150.56,0.0,150.56,2.0,,,,,
26429,151BR5,NY,MOT,2024-10-04,1687.03,0.0,1687.03,21,1687.03,395.83,0.0,395.83,5.0,,,,,
26452,151LDF,IN,PAS,2024-04-26,579.28,150.0,429.28,7,429.28,0.0,0.0,0.0,0.0,151LDF,IN,PAS,2021-05-20,2021-05-20
26839,1535XE,VA,PAS,2024-08-08,888.36,306.01,582.35,14,582.35,0.0,0.0,0.0,0.0,1535XE,VA,PAS,2022-08-10,2022-09-13
26950,153DVT,ND,PAS,2024-05-09,807.02,361.04,445.98,10,445.98,80.82,27.86,52.96,1.0,153DVT,ND,PAS,2023-11-20,2025-01-29
27039,15436NA,NY,COM,2024-03-06,1876.17,321.54,1554.63,24,1504.63,995.03,0.0,995.03,13.0,,,,,
27133,15493BT,NY,OMR,2024-12-01,885.37,152.03,733.34,11,733.34,0.0,0.0,0.0,0.0,,,,,
27292,155282,DE,PAS,2024-09-19,6510.6,3659.73,2850.87,89,2225.87,2243.42,228.98,2014.44,31.0,155282,DE,PAS,2024-04-24,2025-06-25
27299,1552XB,VA,PAS,2024-01-08,8607.53,0.0,8607.53,103,8607.53,4395.62,0.0,4395.62,54.0,1552XB,VA,PAS,2024-10-10,2024-10-10
27401,15571TV,NY,TOW,2024-12-25,401.07,0.0,401.07,5,401.07,0.0,0.0,0.0,0.0,,,,,
27794,15685CK,MD,PAS,2024-08-12,730.4,292.45,437.95,9,437.95,0.0,0.0,0.0,0.0,15685CK,MD,PAS,2022-05-06,2024-07-02
28050,15744TV,NY,TOW,2024-05-31,3128.81,100.0,3028.81,39,3028.81,1615.98,0.0,1615.98,20.0,,,,,
28062,15749NE,NY,COM,2024-04-15,726.5,50.0,676.5,9,676.5,0.0,0.0,0.0,0.0,,,,,
28064,15749TV,NY,TOW,2024-04-27,999.28,0.0,999.28,12,999.28,409.65,0.0,409.65,5.0,,,,,
28078,157531,DE,PAS,2024-09-23,1182.69,0.0,1182.69,15,1182.69,692.22,0.0,692.22,9.0,,,,,
28110,15763TV,NY,TOW,2024-06-05,1302.13,301.81,1000.32,17,1000.32,81.8,0.0,81.8,1.0,,,,,
28120,15766TV,NY,TOW,2024-05-02,6318.33,1534.2,4784.13,77,4784.13,1434.07,274.51,1159.56,18.0,15766TV,NY,TOW,2024-09-05,2025-01-31
28250,157EET,ND,PAS,2024-07-14,901.36,0.0,901.36,11,901.36,403.15,0.0,403.15,5.0,157EET,ND,PAS,2024-08-01,2024-08-01
28344,15859TV,NY,TOW,2024-04-08,1019.69,0.0,1019.69,12,1019.69,0.0,0.0,0.0,0.0,,,,,
28540,1592XM,VA,PAS,2024-08-17,420.31,0.0,420.31,5,420.31,0.0,0.0,0.0,0.0,,,,,
28616,15960TV,NY,TOW,2024-06-13,1330.9,0.0,1330.9,16,1330.9,0.0,0.0,0.0,0.0,,,,,
28635,15970TV,NY,TOW,2024-09-08,817.73,407.9,409.83,10,409.83,0.0,0.0,0.0,0.0,,,,,
28716,159BA4,NY,MOT,2024-10-24,973.11,77.26,895.85,12,895.85,0.0,0.0,0.0,0.0,,,,,
28800,15AMAU,FL,PAS,2024-09-20,412.51,0.0,412.51,5,412.51,0.0,0.0,0.0,0.0,,,,,
28850,15AX8,PA,PAS,2024-10-10,405.75,0.0,405.75,5,405.75,0.0,0.0,0.0,0.0,,,,,
29103,15DPEP,FL,PAS,2024-07-13,684.31,100.01,584.3,9,584.3,79.07,0.0,79.07,1.0,15DPEP,FL,PAS,2024-04-25,2025-08-13
29117,15DTEY,FL,PAS,2024-05-22,421.61,0.0,421.61,5,421.61,0.0,0.0,0.0,0.0,,,,,
29220,15IFA,FL,PAS,2024-05-07,1841.46,0.0,1841.46,22,1841.46,0.0,0.0,0.0,0.0,,,,,
29384,16061TV,NY,TOW,2024-08-16,2309.54,0.0,2309.54,29,2309.54,1409.48,0.0,1409.48,18.0,,,,,
29493,160AS9,NY,MOT,2024-08-19,1160.95,750.0,410.95,19,410.95,0.0,0.0,0.0,0.0,,,,,
29569,16106TV,NY,TOW,2024-05-09,425.12,0.0,425.12,5,425.12,0.0,0.0,0.0,0.0,,,,,
29608,16122TV,NY,TOW,2024-10-10,409.52,0.0,409.52,5,409.52,0.0,0.0,0.0,0.0,,,,,
29749,1618ABJ,KS,PAS,2024-04-06,993.63,150.34,843.29,12,843.29,83.1,0.0,83.1,1.0,1618ABJ,KS,PAS,2024-05-02,2024-05-02
29848,16202ND,NY,COM,2024-10-09,657.05,250.0,407.05,9,407.05,0.0,0.0,0.0,0.0,,,,,
29851,16203ND,NY,COM,2024-06-15,428.76,0.0,428.76,5,428.76,0.0,0.0,0.0,0.0,,,,,
29898,16219ND,NY,COM,2024-01-14,434.35,0.0,434.35,5,434.35,83.23,0.0,83.23,1.0,,,,,
29908,16220ND,NY,COM,2024-11-22,1336.59,700.0,636.59,19,636.59,77.64,0.0,77.64,1.0,,,,,
30243,16361TV,NY,TOW,2024-10-02,2717.5,0.0,2717.5,34,2717.5,1022.19,0.0,1022.19,13.0,,,,,
30419,16412TV,NY,TOW,2024-09-22,2787.19,1655.9,1131.29,36,1131.29,79.98,0.0,79.98,1.0,,,,,
30561,16472LY,NY,OML,2024-08-21,420.05,0.0,420.05,5,420.05,0.0,0.0,0.0,0.0,,,,,
30599,16484ND,NY,COM,2024-12-13,904.46,502.09,402.37,12,402.37,0.0,0.0,0.0,0.0,16484ND,NY,COM,2024-05-13,2024-09-24
30704,16503TV,NY,TOW,2024-11-24,3990.63,2065.16,1925.47,51,1725.47,1588.72,244.7,1344.02,21.0,16503TV,NY,TOW,2024-04-17,2025-07-14
30996,1660XS,VA,PAS,2024-11-28,1030.51,0.0,1030.51,13,1030.51,230.83999999999995,0.0,230.83999999999995,3.0,,,,,
31106,16659TV,NY,TOW,2024-10-18,728.14,0.0,728.14,9,728.14,0.0,0.0,0.0,0.0,,,,,
31117,16664TV,NY,TOW,2024-12-22,874.71,0.0,874.71,11,874.71,156.19,0.0,156.19,2.0,,,,,
31132,16670TV,NY,TOW,2024-11-24,1508.83,0.0,1508.83,19,1508.83,387.16,0.0,387.16,5.0,,,,,
31158,16683TV,NY,TOW,2024-12-21,3104.37,751.96,2352.41,44,1627.41,1795.02,0.0,1795.02,27.0,16683TV,NY,TOW,2024-03-04,2024-03-04
31530,167BDNR,TN,PAS,2024-05-28,1270.28,272.91,997.37,16,922.37,696.53,76.62,619.91,9.0,167BDNR,TN,PAS,2024-06-13,2025-03-27
31863,168BE2,NY,MOT,2024-06-17,505.12,0.0,505.12,6,505.12,0.0,0.0,0.0,0.0,,,,,
31919,16901TV,NY,TOW,2024-02-25,10702.97,0.0,10702.97,128,10702.97,4868.71,0.0,4868.71,59.0,,,,,
32003,16932TV,NY,TOW,2024-06-25,581.5699999999999,0.0,581.5699999999999,7,581.5699999999999,0.0,0.0,0.0,0.0,,,,,
32019,16937NE,NY,COM,2024-08-14,1675.6,50.0,1625.6,21,1625.6,0.0,0.0,0.0,0.0,,,,,
32265,16ATCK,FL,PAS,2024-05-26,425.25,0.0,425.25,5,425.25,0.0,0.0,0.0,0.0,,,,,
32529,16DACP,FL,PAS,2024-04-20,911.55,50.0,861.5500000000001,12,761.5500000000001,309.44,50.0,259.44,5.0,,,,,
32578,16DNTP,FL,PAS,2024-08-20,1462.39,0.0,1462.39,18,1462.39,883.03,0.0,883.03,11.0,,,,,
32612,16DYZX,FL,PAS,2024-11-20,409.0,0.0,409.0,5,409.0,0.0,0.0,0.0,0.0,16DYZX,FL,PAS,2024-10-02,2024-10-02
32625,16EEVG,FL,PAS,2024-04-14,1235.32,196.01,1039.31,15,1039.31,164.64,0.0,164.64,2.0,16EEVG,FL,PAS,2024-05-13,2024-05-13
32635,16EHFA,FL,PAS,2024-12-13,795.25,0.0,795.25,10,795.25,231.1,0.0,231.1,3.0,16EHFA,FL,PAS,2025-01-15,2025-08-05
32645,16EJXP,FL,PAS,2024-06-13,915.53,0.0,915.53,11,915.53,0.0,0.0,0.0,0.0,,,,,
32646,16EKHU,FL,PAS,2024-12-27,954.03,0.0,954.03,12,954.03,78.3,0.0,78.3,1.0,16EKHU,FL,PAS,2025-06-09,2025-06-11
32691,16IFA,FL,PAS,2024-11-04,417.97,0.0,417.97,5,417.97,0.0,0.0,0.0,0.0,,,,,
33420,17236TV,NY,TOW,2024-11-15,1436.44,0.0,1436.44,19,1286.44,150.0,0.0,150.0,3.0,,,,,
33443,172417,DE,PAS,2024-03-28,1231.57,429.77,801.8,15,801.8,476.31,97.22,379.09,6.0,172417,DE,PAS,2021-07-29,2024-12-09
33642,172BF2,NY,MOT,2024-10-30,1310.15,617.3,692.85,16,692.85,158.53,0.0,158.53,2.0,,,,,
33867,1736AKR,GA,PAS,2024-01-21,429.80000000000007,0.0,429.7999999999999,5,429.7999999999999,0.0,0.0,0.0,0.0,,,,,
34262,174BT3,NY,MOT,2024-10-04,1105.35,375.0,730.35,14,730.35,0.0,0.0,0.0,0.0,,,,,
34290,174V00,NV,PAS,2024-05-04,506.01,0.0,506.01,6,506.01,0.0,0.0,0.0,0.0,,,,,
34664,1761RD,SC,PAS,2024-11-21,811.99,248.62,563.37,10,563.37,78.29,0.0,78.29,1.0,1761RD,SC,PAS,2024-06-06,2025-01-10
34923,17701TV,NY,TOW,2024-09-16,1232.59,100.0,1132.59,16,1132.59,239.16,0.0,239.16,3.0,,,,,
34944,17712TV,NY,TOW,2024-10-15,486.25,0.0,486.25,6,486.25,0.0,0.0,0.0,0.0,,,,,
34950,17714TV,NY,TOW,2024-12-06,1415.68,0.0,1415.68,18,1340.68,614.45,0.0,614.45,8.0,,,,,
34954,17715TV,NY,TOW,2024-10-25,1364.73,0.0,1364.73,17,1364.73,0.0,0.0,0.0,0.0,,,,,
35204,1780AU,FL,PAS,2024-03-16,428.37,0.0,428.37,5,428.37,0.0,0.0,0.0,0.0,,,,,
35423,178BFTK,TN,PAS,2024-07-01,428.24,0.0,428.24,5,428.24,0.0,0.0,0.0,0.0,,,,,
35689,179AHS,SC,PAS,2024-08-13,3016.59,0.0,3016.59,37,3016.59,401.72,0.0,401.72,5.0,,,,,
36128,17DVST,FL,PAS,2024-05-19,1285.24,200.0,1085.24,17,1085.24,0.0,0.0,0.0,0.0,,,,,
36148,17ECKT,FL,PAS,2024-08-03,741.79,0.0,741.79,9,741.79,0.0,0.0,0.0,0.0,,,,,
36151,17EEQP,FL,PAS,2024-08-30,413.03,0.0,413.03,5,413.03,0.0,0.0,0.0,0.0,,,,,
36172,17EMBR,FL,PAS,2024-10-18,1238.4,0.0,1238.4,16,1113.4,589.2,0.0,589.2,8.0,17EMBR,FL,PAS,2025-04-09,2025-04-09
36344,18019NE,NY,COM,2024-01-21,1667.76,60.73,1607.03,20,1607.03,1155.99,0.0,1155.99,14.0,18019NE,NY,COM,2024-10-02,2024-10-02
36521,18094NE,NY,COM,2024-11-09,1196.39,217.08,979.31,15,979.31,231.98,30.36,201.62,3.0,18094NE,NY,COM,2025-04-03,2025-04-03
36564,180BT5,NY,MOT,2024-08-08,657.73,0.0,657.73,8,657.73,0.0,0.0,0.0,0.0,,,,,
36717,18144NE,NY,COM,2024-06-29,1074.32,0.0,1074.32,13,1074.32,406.4,0.0,406.4,5.0,,,,,
36897,181BR7,NY,MOT,2024-08-08,657.0,0.0,657.0,8,657.0,0.0,0.0,0.0,0.0,,,,,
36929,181PUL,OR,PAS,2024-10-27,2814.81,994.91,1819.9,37,1294.9,1139.15,160.07999999999998,979.07,16.0,181PUL,OR,PAS,2024-08-15,2025-07-28
37166,18298NE,NY,COM,2024-09-08,3289.52,238.34,3051.18,46,2276.18,2393.79,0.0,2393.79,35.0,,,,,
37190,182BM9,NY,MOT,2024-10-31,454.58,50.0,404.58,6,404.58,0.0,0.0,0.0,0.0,,,,,
37194,182BP5,NY,MOT,2024-12-15,409.52,0.0,409.52,5,409.52,0.0,0.0,0.0,0.0,,,,,
37276,18311NE,NY,COM,2024-09-10,2918.66,397.67,2520.99,39,1895.99,1856.84,0.0,1856.84,26.0,,,,,
37347,183560,DE,PAS,2024-04-11,355.66999999999996,0.0,355.66999999999996,4,355.66999999999996,0.0,0.0,0.0,0.0,,,,,
37734,184BM8,NY,MOT,2024-07-30,1028.87,125.04,903.83,13,903.83,79.85,0.0,79.85,1.0,,,,,
37736,184BN8,NY,MOT,2024-07-22,2032.7,0.0,2032.7,25,2032.7,633.61,0.0,633.61,8.0,,,,,
37990,185MIL,NY,SPO,2024-06-24,1315.82,0.0,1315.82,16,1315.82,403.54,0.0,403.54,5.0,,,,,
38478,1879HJ,NJ,PAS,2024-09-28,667.79,0.0,667.79,8,667.79,158.27,0.0,158.27,2.0,1879HJ,NJ,PAS,2024-04-29,2024-11-06
38637,18839TY,NY,OMT,2024-12-31,500.29,0.0,500.29,6,500.29,76.08,0.0,76.08,1.0,,,,,
38688,188764,DE,PAS,2024-03-01,764.93,0.0,764.93,9,764.93,243.83999999999995,0.0,243.83999999999995,3.0,,,,,
38982,1899HL,NJ,PAS,2024-12-16,1180.94,0.0,1180.94,15,1105.94,306.36,0.0,306.36,4.0,,,,,
39019,189BP1,NY,MOT,2024-06-10,542.23,125.17,417.06,7,417.06,0.0,0.0,0.0,0.0,,,,,
39116,18AG87,NY,LMA,2024-02-29,513.1600000000001,0.0,513.1600000000001,6,513.1600000000001,0.0,0.0,0.0,0.0,,,,,
39209,18BH38,NY,LMB,2024-03-11,756.35,0.0,756.35,11,756.35,405.62,0.0,405.62,5.0,,,,,
39410,18DGVS,FL,PAS,2024-10-28,1717.91,1226.45,491.46,24,491.46,0.0,0.0,0.0,0.0,18DGVS,FL,PAS,2024-06-03,2024-06-05
39417,18DIZM,FL,PAS,2024-04-13,2143.08,474.5,1668.58,26,1668.58,1310.32,252.94,1057.38,16.0,18DIZM,FL,PAS,2025-03-17,2025-03-17
39421,18DLWB,FL,PAS,2024-12-30,1269.28,0.0,1269.28,16,1269.28,0.0,0.0,0.0,0.0,,,,,
39449,18DVUE,FL,PAS,2024-09-26,895.25,0.0,895.25,11,895.25,79.72,0.0,79.72,1.0,,,,,
39499,18ELWU,FL,PAS,2024-07-21,1782.69,200.36,1582.33,22,1582.33,643.48,0.0,643.48,8.0,18ELWU,FL,PAS,2024-06-20,2024-10-31
39600,18SJT,FL,PAS,2024-01-26,879.3100000000001,363.29,516.02,11,516.02,50.0,50.0,0.0,1.0,18SJT,FL,PAS,2024-04-17,2024-04-17
39728,190529,DE,PAS,2024-10-27,616.23,50.0,566.23,8,566.23,0.0,0.0,0.0,0.0,,,,,
39807,19097CM,MD,PAS,2024-11-12,405.1,0.0,405.1,5,405.1,0.0,0.0,0.0,0.0,19097CM,MD,PAS,2025-08-27,2025-08-27
39831,190AVN,SC,PAS,2024-11-29,5367.74,0.0,5367.74,71,4642.74,3855.14,0.0,3855.14,52.0,190AVN,SC,PAS,2024-12-16,2024-12-16
40048,1914GV,VA,PAS,2024-08-07,746.73,0.0,746.73,9,746.73,0.0,0.0,0.0,0.0,,,,,
40197,191BR9,NY,MOT,2024-11-21,646.34,0.0,646.34,8,646.34,0.0,0.0,0.0,0.0,,,,,
40431,192BT9,NY,MOT,2024-10-19,4623.8,0.0,4623.8,59,4498.8,4055.88,0.0,4055.88,52.0,,,,,
40503,193125,DE,PAS,2024-02-12,1096.29,0.0,1096.29,13,1096.29,664.41,0.0,664.41,8.0,,,,,
40574,19345NA,NY,COM,2024-09-18,496.65,0.0,496.65,6,496.65,77.38,0.0,77.38,1.0,,,,,
40674,193AJ3,NY,MOT,2024-08-04,493.79,0.0,493.79,6,493.79,0.0,0.0,0.0,0.0,,,,,
40780,1940VM,NC,PAS,2024-10-13,1655.14,528.4,1126.74,21,1126.74,236.56,0.0,236.56,3.0,,,,,
40868,19450ND,NY,COM,2024-04-23,1413.69,75.62,1338.07,17,1338.07,244.49,0.0,244.49,3.0,19450ND,NY,COM,2024-01-08,2024-04-30
41018,194BT2,NY,MOT,2024-11-10,1283.45,0.0,1283.45,16,1283.45,0.0,0.0,0.0,0.0,,,,,
41208,195BP0,NY,MOT,2024-12-05,411.47,0.0,411.47,5,411.47,0.0,0.0,0.0,0.0,,,,,
41539,19718NB,NY,COM,2024-01-02,1900.74,650.0,1250.74,36,1250.74,700.0,0.0,700.0,14.0,,,,,
41614,19763TY,NY,OMT,2024-06-01,797.08,0.0,797.08,10,747.08,282.75,0.0,282.75,4.0,,,,,
41827,19833LY,NY,OML,2024-08-17,1569.83,834.77,735.06,20,735.06,646.59,373.24,273.35,9.0,,,,,
41836,19837LY,NY,OML,2024-04-27,683.0,0.0,683.0,8,683.0,81.93,0.0,81.93,1.0,,,,,
41842,19839LY,NY,OML,2024-08-05,428.11,0.0,428.11,5,428.11,0.0,0.0,0.0,0.0,,,,,
42148,19956NE,NY,COM,2024-09-20,489.76,0.0,489.76,6,489.76,0.0,0.0,0.0,0.0,,,,,
42354,19AGTK,FL,PAS,2024-03-30,843.0899999999999,0.0,843.09,10,843.09,0.0,0.0,0.0,0.0,,,,,
42397,19ARZI,FL,PAS,2024-02-17,1026.06,0.0,1026.06,12,1026.06,167.5,0.0,167.5,2.0,,,,,
42495,19BKME,FL,PAS,2024-01-26,876.9300000000001,437.61,439.32,10,439.32,81.27,40.56,40.71,1.0,19BKME,FL,PAS,2025-08-28,2025-08-28
42654,19DAQD,FL,PAS,2024-05-10,591.06,0.0,591.06,7,591.06,0.0,0.0,0.0,0.0,,,,,
42740,19ECVJ,FL,PAS,2024-10-03,2487.9,90.42,2397.48,31,2397.48,557.65,0.0,557.65,7.0,19ECVJ,FL,PAS,2024-05-20,2025-03-13
42744,19EGGS,FL,PAS,2024-07-25,907.73,0.0,907.73,11,907.73,0.0,0.0,0.0,0.0,,,,,
42763,19ELDE,FL,PAS,2024-08-19,1644.46,1231.56,412.9,21,412.9,0.0,0.0,0.0,0.0,19ELDE,FL,PAS,2024-08-20,2024-09-30
42764,19ELDS,FL,PAS,2024-10-05,492.49,0.0,492.49,6,492.49,0.0,0.0,0.0,0.0,,,,,
42824,19GCLE,NJ,PAS,2024-09-07,708.39,75.0,633.39,9,583.39,50.0,0.0,50.0,1.0,,,,,
42863,19LF03,SD,PAS,2024-05-24,432.27,0.0,432.27,5,432.27,0.0,0.0,0.0,0.0,,,,,
42889,19MW18,SD,PAS,2024-06-08,597.17,0.0,597.17,7,597.17,0.0,0.0,0.0,0.0,19MW18,SD,PAS,2023-09-05,2024-05-15
42916,19NY96,SD,PAS,2024-12-13,2347.93,1080.99,1266.94,31,1141.94,659.39,105.61,553.78,9.0,19NY96,SD,PAS,2024-01-04,2025-07-14
42924,19PZ25,SD,PAS,2024-09-28,1277.08,0.0,1277.08,16,1277.08,459.86,0.0,459.86,6.0,,,,,
42958,19TA09,SD,PAS,2024-05-30,3650.36,1147.84,2502.52,46,2502.52,1668.79,0.0,1668.79,21.0,19TA09,SD,PAS,2024-04-17,2025-05-22
42983,19TK24,SD,PAS,2024-01-31,2544.35,0.0,2544.35,30,2544.35,1088.88,0.0,1088.88,13.0,,,,,
43012,19UR61,SD,PAS,2024-03-01,682.22,0.0,682.22,8,682.22,0.0,0.0,0.0,0.0,,,,,
43015,19UR92,SD,PAS,2024-04-18,1174.45,0.0,1174.45,14,1174.45,164.51,0.0,164.51,2.0,19UR92,SD,PAS,2024-05-06,2024-05-06
43017,19UU38,SD,PAS,2024-06-10,751.54,0.0,751.54,9,751.54,0.0,0.0,0.0,0.0,,,,,
43022,19VH81,SD,PAS,2024-05-17,587.6800000000001,0.0,587.6800000000001,7,587.6800000000001,0.0,0.0,0.0,0.0,19VH81,SD,PAS,2024-05-28,2024-05-28
43025,19VL05,SD,PAS,2024-09-15,1493.18,0.0,1493.18,21,1343.18,919.22,0.0,919.22,13.0,19VL05,SD,PAS,2025-02-26,2025-02-26
43031,19VV54,SD,PAS,2024-11-03,1501.79,244.77,1257.02,19,1257.02,623.84,15.02,608.8199999999999,8.0,19VV54,SD,PAS,2024-10-28,2025-02-10
43039,19WD69,SD,PAS,2024-09-06,4399.45,0.0,4399.45,56,4399.45,2933.81,0.0,2933.81,38.0,,,,,
43041,19WE18,SD,PAS,2024-07-12,662.2,0.0,662.2,8,662.2,0.0,0.0,0.0,0.0,,,,,
43045,19WG91,SD,PAS,2024-12-26,2902.9700000000003,365.38,2537.59,38,2137.59,1007.95,0.0,1007.95,14.0,19WG91,SD,PAS,2025-03-11,2025-08-28
43185,1A0727X,AL,PAS,2024-07-12,663.37,0.0,663.37,8,663.37,0.0,0.0,0.0,0.0,,,,,
43244,1A0EN2U,AL,PAS,2024-05-02,1306.25,50.0,1256.25,16,1256.25,0.0,0.0,0.0,0.0,,,,,
43352,1A0UR66,AL,PAS,2024-01-19,690.54,0.0,690.54,8,690.54,0.0,0.0,0.0,0.0,1A0UR66,AL,PAS,2024-03-28,2024-03-28
43425,1A0XETR,AL,PAS,2024-10-27,2019.18,1366.99,652.19,27,652.19,312.97,30.17,282.8,4.0,1A0XETR,AL,PAS,2024-06-12,2025-02-18
43432,1A0XHWN,AL,PAS,2024-11-15,578.97,0.0,578.97,7,578.97,0.0,0.0,0.0,0.0,,,,,
43456,1A0YC9T,AL,PAS,2024-05-24,937.64,522.08,415.56,12,415.56,0.0,0.0,0.0,0.0,1A0YC9T,AL,PAS,2024-06-17,2024-06-17
43472,1A100C6,AL,PAS,2024-09-18,1688.76,15.59,1673.17,22,1498.17,946.29,0.0,946.29,13.0,1A100C6,AL,PAS,2023-10-31,2023-10-31
43486,1A1036R,AL,PAS,2024-02-13,1089.35,91.89,997.46,13,997.46,332.91999999999996,0.0,332.91999999999996,4.0,1A1036R,AL,PAS,2023-06-14,2024-11-18
43491,1A103HR,AL,PAS,2024-10-05,733.21,0.0,733.21,9,733.21,0.0,0.0,0.0,0.0,1A103HR,AL,PAS,2024-08-01,2024-08-01
43537,1A10E99,AL,PAS,2024-06-04,668.18,0.0,668.18,8,668.18,81.41,0.0,81.41,1.0,1A10E99,AL,PAS,2024-05-28,2024-05-28
43539,1A10E9R,AL,PAS,2024-02-19,579.32,150.04000000000002,429.28,7,429.28,0.0,0.0,0.0,0.0,,,,,
43542,1A10EAC,AL,PAS,2024-01-16,774.16,0.0,774.16,9,774.16,0.0,0.0,0.0,0.0,,,,,
